i,j,sigma
18,39,2.6464205700787854e-05
18,40,5.491878635935608e-06
18,41,-9.040387737832155e-06
18,42,2.9693887557984084e-05
18,43,-2.3258905971766998e-05
18,44,-2.035989483731892e-06
18,45,7.141175619132002e-05
18,46,-5.2923575679018454e-05
18,47,-8.187717632532546e-05
18,48,-7.08856588007606e-05
18,49,3.724532824634198e-05
18,50,3.76620044215108e-05
19,1,-6.914139094969302e-05
19,2,-2.7502418476746205e-05
19,3,-4.287070626684566e-05
19,4,-4.3168206431753064e-05
19,5,-0.00012402893501599303
19,6,-9.87068644621686e-06
19,7,-2.1154009090041746e-05
19,8,9.991145532170585e-06
19,9,4.939657543224706e-05
19,10,-8.965833745112183e-05
19,11,-2.4754064588192834e-05
19,12,9.020581355597795e-05
19,13,4.636224546050333e-05
19,14,5.5513578118215906e-05
19,15,-5.62646144562982e-05
19,16,6.541963190966605e-05
19,17,0.00010856168587708548
19,18,-2.4735745442568183e-05
19,19,0.00031744656225947507
19,20,-5.965250753559363e-05
19,21,5.607464782679961e-06
19,22,-0.00012463926572782298
19,23,5.729973558811054e-05
19,24,1.0858567883754175e-05
19,25,4.177605675055437e-06
19,26,4.582134197140549e-05
19,27,3.120120633240064e-05
19,28,7.291277544750507e-05
19,29,-3.887882548852879e-06
19,30,-8.952093719906057e-05
19,31,4.437799151239287e-05
19,32,7.74330288051226e-06
19,33,2.3038921454432866e-05
19,34,1.7452372169197812e-05
19,35,4.027740934429118e-06
19,36,4.1362019466680534e-05
19,37,-8.214760438635886e-05
19,38,-2.689058874996687e-05
19,39,9.211846300200712e-05
19,40,-8.110686193650518e-05
19,41,-4.589239645935741e-05
19,42,6.741705514056483e-05
19,43,-3.546711493127579e-05
19,44,-7.322870553756549e-05
19,45,-4.924318261337127e-06
19,46,9.552217566285428e-05
19,47,3.1678749227723134e-05
19,48,7.570901818358226e-05
19,49,8.040714247901671e-05
19,50,3.6728687398322025e-05
20,1,-2.574143804763347e-05
20,2,-4.394377361513203e-05
20,3,7.419269731819572e-05
20,4,4.6213360657621484e-05
20,5,1.2350085444377351e-05
20,6,-1.8890064334330727e-05
20,7,3.118214655442303e-06
20,8,5.6670686653689696e-05
20,9,-3.340850735918161e-05
20,10,5.637957515863843e-05
20,11,-3.3615194982303756e-05
20,12,-3.9777170192004745e-05
20,13,3.249446518470253e-05
20,14,6.69117248550385e-05
20,15,0.00011600228517420313
20,16,3.173117986447085e-05
20,17,-5.0427975239459505e-05
20,18,-3.117228444146754e-05
20,19,-5.965250753559363e-05
20,20,0.00027563911605857496
20,21,-2.174442242088146e-05
20,22,-2.0311397578874258e-05
20,23,6.785893031417628e-05
20,24,2.0065715441181106e-05
20,25,-4.72916397707523e-05
20,26,7.635287945857408e-05
20,27,1.1938730664987774e-05
20,28,-4.404891432669379e-06
20,29,-4.663078213267228e-06
20,30,0.00011574792012955035
20,31,-8.181491512126182e-05
20,32,-7.556376667574017e-05
20,33,-1.8070248446668194e-06
20,34,-9.677938171957326e-05
20,35,-1.2354777970424007e-06
20,36,6.0475088897872626e-06
20,37,-2.3436268181544413e-05
20,38,5.570095343441129e-05
20,39,-1.2263959452257909e-05
20,40,3.064557013751195e-05
20,41,-2.6075133565131625e-05
20,42,-1.1466161905803131e-05
20,43,-4.5485065162287406e-05
20,44,5.003865377432292e-05
20,45,-1.0426395543378556e-05
20,46,-4.190111870038868e-05
20,47,-1.3418469307117168e-05
20,48,-6.46366416757413e-05
20,49,-9.37338417043729e-05
20,50,-3.432826359071547e-05
21,1,-5.254716719048618e-05
21,2,1.9620291926771055e-06
21,3,7.245802893133113e-06
21,4,1.4141268550775124e-05
21,5,2.0663850146568457e-05
21,6,-3.327394787452731e-05
21,7,3.4220861140050606e-05
21,8,-2.2313732184799604e-05
21,9,0.00010837098533780588
21,10,0.00010056546718561193
21,11,-1.5191860613869197e-05
21,12,-0.00011873923969438094
21,13,-3.3487376618085656e-05
21,14,-6.967074661015806e-05
21,15,-9.23547161803472e-05
21,16,-4.9536972069633745e-05
21,17,-1.538999580979243e-05
21,18,4.711080483811912e-05
21,19,5.607464782679961e-06
21,20,-2.174442242088146e-05
21,21,0.00024480035934336885
21,22,-4.882036603597768e-05
21,23,1.1177623405688392e-08
21,24,7.094598958666829e-05
21,25,-9.949355980047271e-06
21,26,4.879608234579533e-05
21,27,3.307744549106581e-05
21,28,1.6393796529013127e-05
21,29,2.352523440170048e-05
21,30,-5.677622790473671e-05
21,31,1.0270861533060871e-05
21,32,-4.7871743971307164e-05
21,33,1.9600065006792737e-05
21,34,4.271352878396721e-05
21,35,8.236741060808935e-05
21,36,4.508443632885445e-05
21,37,-7.774414771200497e-05
21,38,-5.483465416002836e-05
21,39,9.529271684685327e-05
21,40,1.3342047693835196e-05
21,41,-4.180637900230206e-05
21,42,6.901299701858268e-05
21,43,-8.156225569651407e-05
21,44,6.225727331641006e-05
21,45,8.878639432871422e-06
21,46,-6.181459325447507e-05
21,47,1.1206774936500185e-05
21,48,-1.329631606719652e-05
21,49,3.2684691503936984e-05
21,50,2.3359919477606678e-05
22,1,0.00015417585390679802
22,2,6.165745425925964e-05
22,3,-3.318183812357162e-05
22,4,-7.060646170686013e-05
22,5,0.00013677586212912555
22,6,6.955830499029516e-05
22,7,1.231410544075673e-05
22,8,0.00013890853197081018
22,9,-5.1861311834320935e-05
22,10,-3.433157253186155e-06
22,11,-6.2113294730735096e-06
22,12,-2.033562924665412e-05
22,13,-8.837229168880992e-05
22,14,4.689425580122328e-06
22,15,7.0182552420055915e-06
22,16,2.483427776924246e-05
22,17,-0.00010592103131241551
22,18,4.505858651307274e-06
22,19,-0.00012463926572782298
22,20,-2.0311397578874258e-05
22,21,-4.882036603597768e-05
22,22,0.00038363698484572377
22,23,-0.00010057252528170413
22,24,-5.016776973792923e-05
22,25,6.64161861159159e-05
22,26,-8.557654861945127e-05
22,27,-0.00017950662578110222
22,28,-3.6006085637712905e-05
22,29,-6.747702895187238e-05
22,30,0.00012678512523754681
22,31,-2.2815122035582e-06
22,32,4.978509415714522e-05
22,33,-2.0930151545284718e-05
22,34,-9.561862132003789e-05
22,35,-4.6282526302875117e-05
22,36,-4.904482957484293e-05
22,37,3.516134027185795e-05
22,38,-3.7659009638946806e-05
22,39,-7.386928428857252e-06
22,40,-3.1786527087224765e-06
22,41,6.257943916774976e-05
22,42,-5.1439989403427046e-05
22,43,3.750104842746285e-05
22,44,2.0729701488829682e-05
22,45,1.4939866485464956e-05
22,46,4.15217840813673e-05
22,47,-8.460330896669e-05
22,48,-5.829560477513161e-05
22,49,-0.00015310412143136381
22,50,-5.6295388987179756e-05
23,1,2.7054130049679944e-05
23,2,-5.083522058615291e-05
23,3,4.716313542952291e-05
23,4,9.189529788331245e-05
23,5,-6.6567226623827526e-06
23,6,2.959867833896157e-05
23,7,9.896644584251514e-05
23,8,-6.007530450461405e-05
23,9,-8.159364026864994e-05
23,10,2.9371146182025632e-05
23,11,-2.5298344408281744e-05
23,12,-1.62558098539227e-05
23,13,7.426892527928101e-05
23,14,-2.2760325298138606e-06
23,15,0.00012051045629510893
23,16,1.1398163025637081e-05
23,17,8.020602190235776e-05
23,18,-0.00010337948329114162
23,19,5.729973558811054e-05
23,20,6.785893031417628e-05
23,21,1.1177623405688392e-08
23,22,-0.00010057252528170413
23,23,0.00036946314046345103
23,24,-2.339226020518555e-05
23,25,1.1788059205494336e-05
23,26,6.19124354313661e-05
23,27,6.151546000538804e-05
23,28,2.5436042259316313e-06
23,29,6.692945676722788e-06
23,30,-5.351041034763413e-06
23,31,3.27976761237715e-05
23,32,-9.250505994443517e-05
23,33,2.350858525222754e-05
23,34,5.272904556139283e-05
23,35,3.1052394369879664e-06
23,36,-2.21131653149764e-05
23,37,-9.985097222410053e-05
23,38,3.0279435950297854e-05
23,39,4.521367888622355e-05
23,40,8.087410659332627e-05
23,41,-5.126042137892676e-05
23,42,2.6220006038305174e-05
23,43,-3.247604831141617e-05
23,44,3.17244015096144e-06
23,45,-1.2285328633573877e-05
23,46,0.00010062565692946236
23,47,5.056945086918187e-05
23,48,7.923265526529704e-05
23,49,-1.6282104259799593e-05
23,50,-0.00010679422057898431
24,1,-0.00010002181075306418
24,2,-2.4254335875511545e-05
24,3,3.288045486893651e-05
24,4,7.786794367474782e-06
24,5,-3.653161545673522e-05
24,6,-3.726190359444208e-05
24,7,-3.3921151729573713e-06
24,8,1.6166353721482088e-05
24,9,6.938370942218241e-05
24,10,-1.9482431062926585e-06
24,11,-3.835312885935098e-05
24,12,-1.7323520635329563e-05
24,13,-4.838601321091349e-05
24,14,-6.175901966684762e-05
24,15,2.3903738821899938e-05
24,16,-4.148329231658245e-05
24,17,5.917476925692075e-05
24,18,-1.687116451312068e-05
24,19,1.0858567883754175e-05
24,20,2.0065715441181106e-05
24,21,7.094598958666829e-05
24,22,-5.016776973792923e-05
24,23,-2.339226020518555e-05
24,24,0.0002579328957505228
24,25,-5.145366918179615e-05
24,26,4.6768351916460054e-05
24,27,6.556581945578563e-05
24,28,-5.684571373502849e-06
24,29,3.147149153065991e-05
24,30,-6.144930601426016e-05
24,31,-7.874896255249089e-05
24,32,3.0929236675045307e-05
24,33,-8.932561151464468e-06
24,34,8.220701351275022e-07
24,35,9.74451465666933e-05
24,36,2.071966976365598e-05
24,37,-5.346611330817992e-05
24,38,-6.269864152687165e-05
24,39,7.757480728764496e-05
24,40,-5.4155910690653265e-06
24,41,-5.547824499651114e-05
24,42,7.192467387689212e-05
24,43,-8.942778635018157e-05
24,44,3.873142008032355e-06
24,45,-3.409247099794494e-05
24,46,-6.331651912091711e-05
24,47,2.5694071691058768e-05
24,48,-1.4644277051207418e-05
24,49,8.335178634765666e-05
24,50,5.8055612168498495e-05
25,1,9.61823702620748e-05
25,2,1.956981983910196e-05
25,3,-6.0310124285961646e-05
25,4,-1.8019379288011267e-06
25,5,1.9463388874376216e-05
25,6,5.605424624564337e-05
25,7,2.2442910943468345e-05
25,8,-2.6492186493355222e-06
25,9,-8.570404779399843e-06
25,10,4.579894164272205e-05
25,11,-1.659660026940477e-05
25,12,-2.8542535416374307e-06
25,13,-2.815269771838094e-05
25,14,3.059365490565244e-06
25,15,-2.4291583649311113e-05
25,16,1.2825761941694908e-05
25,17,-3.5829537749747495e-06
25,18,-8.307082385362762e-06
25,19,4.177605675055437e-06
25,20,-4.72916397707523e-05
25,21,-9.949355980047271e-06
25,22,6.64161861159159e-05
25,23,1.1788059205494336e-05
25,24,-5.145366918179615e-05
25,25,0.00018851408691948033
25,26,-3.75220189625528e-05
25,27,-5.6513533199288106e-05
25,28,2.3301702816248805e-05
25,29,-2.7798852900054023e-05
25,30,1.299880113517568e-06
25,31,6.112036263840942e-05
25,32,2.8960953125532693e-05
25,33,1.3554398850397873e-05
25,34,-1.9220740981287957e-05
25,35,-7.878116845703852e-05
25,36,-2.6299633627413216e-05
25,37,3.104785847624651e-05
25,38,1.7384481734618513e-05
25,39,-1.9736668213955423e-05
25,40,-7.621484536676766e-05
25,41,2.3357900099539858e-05
25,42,-2.5981534895068967e-05
25,43,4.8921084272411404e-05
25,44,1.7495732342505944e-05
25,45,-5.573782660667832e-06
25,46,6.353190315232852e-05
25,47,-4.991673962791732e-05
25,48,4.7019520984356355e-05
25,49,-6.600774578617779e-05
25,50,-5.66173451329883e-05
26,1,-4.960440859383164e-05
26,2,1.5850252641257784e-05
26,3,4.658776436551883e-05
26,4,5.614614959587953e-05
26,5,-4.2016524066472604e-05
26,6,1.1482302812150435e-05
26,7,2.4318377570230052e-05
26,8,2.3372001078942294e-05
26,9,-1.3936245314276991e-05
26,10,1.2383546278178958e-06
26,11,-7.393102933799782e-06
26,12,1.4768419056530927e-05
26,13,1.5064497930132554e-05
26,14,1.196425146720281e-05
26,15,3.180374786459208e-05
26,16,-1.0107446046523561e-07
26,17,-2.058194606838865e-05
26,18,-3.264396177207121e-05
26,19,4.582134197140549e-05
26,20,7.635287945857408e-05
26,21,4.879608234579533e-05
26,22,-8.557654861945127e-05
26,23,6.19124354313661e-05
26,24,4.6768351916460054e-05
26,25,-3.75220189625528e-05
26,26,0.00033998127886836476
26,27,2.3133985641037257e-05
26,28,-1.2776293711253865e-05
26,29,-3.698871319996976e-05
26,30,4.485395205114543e-06
26,31,-3.9118560218206217e-05
26,32,-8.392515106711033e-05
26,33,9.786480641400467e-06
26,34,7.107820269050159e-05
26,35,5.2477060599211825e-05
26,36,3.729642826670812e-05
26,37,-0.00011757380984647593
26,38,2.91602234529021e-05
26,39,8.119559569759788e-05
26,40,3.8962250471586076e-05
26,41,-2.9349624671050102e-05
26,42,3.658821444759937e-05
26,43,-9.70984661040775e-05
26,44,0.00011036024535478397
26,45,-4.577755442362057e-05
26,46,3.302274514141356e-05
26,47,3.973532656444344e-05
26,48,4.550940507178857e-05
26,49,-2.259934141267445e-06
26,50,8.454611007741328e-06
27,1,-0.00010519125467722964
27,2,-2.5476170575794918e-05
27,3,1.642649121731292e-05
27,4,5.073922414370567e-05
27,5,-3.444160059310908e-05
27,6,-3.619441099177647e-05
27,7,-3.660405044692275e-05
27,8,-9.424735842456667e-05
27,9,1.4432722625500345e-05
27,10,-3.518409612111849e-05
27,11,5.762426513075205e-06
27,12,-2.1488403873633807e-06
27,13,-2.333071187549999e-05
27,14,-4.627529798551248e-05
27,15,5.206368209047577e-06
27,16,-4.987755281345092e-05
27,17,4.107307962075428e-05
27,18,-2.1038710383190046e-07
27,19,3.120120633240064e-05
27,20,1.1938730664987774e-05
27,21,3.307744549106581e-05
27,22,-0.00017950662578110222
27,23,6.151546000538804e-05
27,24,6.556581945578563e-05
27,25,-5.6513533199288106e-05
27,26,2.3133985641037257e-05
27,27,0.0002801019992386566
27,28,-2.8226859516249787e-05
27,29,5.5883837000429706e-05
27,30,-0.00015006869987306898
27,31,1.4356293075910643e-05
27,32,-3.375481795329705e-05
27,33,-3.755528859628064e-05
27,34,6.674480514247039e-05
27,35,3.230424940342732e-05
27,36,2.6373141631235175e-05
27,37,-3.62828001472084e-05
27,38,-1.278441012665724e-05
27,39,-1.1707328247091393e-05
27,40,8.397635839612796e-05
27,41,-7.83416335151268e-05
27,42,2.3906677043112828e-05
27,43,-7.896554819615305e-06
27,44,-3.365061397340809e-05
27,45,-3.393401983133757e-05
27,46,-8.176514156758956e-05
27,47,4.654376876656676e-05
27,48,4.3037628822176094e-05
27,49,0.00014200599797779234
27,50,3.863066014625019e-05
28,1,-7.0914890936541135e-06
28,2,-5.654918111252241e-05
28,3,-1.4175825925831627e-05
28,4,3.336687398685017e-06
28,5,-7.607908328622977e-05
28,6,-1.0024288317849288e-05
28,7,3.834464789639753e-06
28,8,-1.8682148888525063e-05
28,9,7.803392610149369e-05
28,10,6.402897476615244e-05
28,11,-3.798742927307753e-05
28,12,-5.404318004152265e-06
28,13,7.362815900464e-05
28,14,3.0930193736868836e-05
28,15,1.0397438576443563e-05
28,16,4.693359999169502e-05
28,17,6.058225414186369e-05
28,18,-2.003560583200357e-05
28,19,7.291277544750507e-05
28,20,-4.404891432669379e-06
28,21,1.6393796529013127e-05
28,22,-3.6006085637712905e-05
28,23,2.5436042259316313e-06
28,24,-5.684571373502849e-06
28,25,2.3301702816248805e-05
28,26,-1.2776293711253865e-05
28,27,-2.8226859516249787e-05
28,28,0.00019675929869724697
28,29,1.7221001997002468e-05
28,30,6.776720716346682e-05
28,31,-5.648668852330267e-06
28,32,1.208379139639265e-05
28,33,4.016702778876505e-05
28,34,-3.811840338587779e-05
28,35,-4.440961414009146e-05
28,36,1.1500837050115847e-05
28,37,-3.311777882848771e-05
28,38,2.5790361098676302e-05
28,39,1.9867350389782697e-05
28,40,-0.0001163002492194106
28,41,1.4201028951509449e-05
28,42,1.6507842651839734e-05
28,43,3.2631195524358657e-06
28,44,-2.8196926166237154e-05
28,45,8.043582958671713e-06
28,46,3.651134515369333e-06
28,47,2.653605576887172e-05
28,48,6.972577126900773e-06
28,49,-2.0848234884525168e-05
28,50,-7.039946107236152e-06
29,1,-3.89344207156011e-05
29,2,-2.4139390258006423e-05
29,3,3.0939706952707146e-05
29,4,2.1703406603456527e-05
29,5,-4.063704803465811e-05
29,6,-3.8948403537407246e-05
29,7,1.6209280865657827e-06
29,8,-6.950577703948422e-05
29,9,3.589801405493482e-05
29,10,3.858414365436111e-05
29,11,4.2057231752682194e-07
29,12,-1.6478010758231237e-05
29,13,3.603247687564899e-05
29,14,-4.225719917480684e-05
29,15,1.7190699501925516e-05
29,16,-2.9845650319617364e-05
29,17,5.525108649187351e-05
29,18,1.3364316505451364e-05
29,19,-3.887882548852879e-06
29,20,-4.663078213267228e-06
29,21,2.352523440170048e-05
29,22,-6.747702895187238e-05
29,23,6.692945676722788e-06
29,24,3.147149153065991e-05
29,25,-2.7798852900054023e-05
29,26,-3.698871319996976e-05
29,27,5.5883837000429706e-05
29,28,1.7221001997002468e-05
29,29,0.00015600396598948574
29,30,-1.4577473421661683e-05
29,31,-2.082854835476216e-05
29,32,-2.4187778121998096e-06
29,33,5.592177514567951e-06
29,34,2.1129181378828393e-05
29,35,1.4148009537865226e-05
29,36,7.675358730393506e-06
29,37,7.756604046327765e-06
29,38,-3.628130610842089e-06
29,39,-4.829292434480309e-06
29,40,8.811864594786716e-06
29,41,-2.6050068298760317e-06
29,42,1.9822035415583278e-05
29,43,-1.600682060636482e-06
29,44,-4.3560949409630174e-05
29,45,1.2982142543001408e-05
29,46,-5.784630361130357e-05
29,47,5.007745010931122e-05
29,48,-7.089486945590604e-06
29,49,7.361028875837878e-05
29,50,1.1307540921185175e-05
30,1,8.468375033877889e-05
30,2,-8.038047217519682e-05
30,3,6.70596015228618e-05
30,4,4.9865312831493306e-05
30,5,1.0316313979870343e-05
30,6,2.348454270001924e-05
30,7,4.756772903721937e-05
30,8,3.222319241504024e-05
30,9,-1.4547427401583532e-05
30,10,9.7724073101155e-05
30,11,-2.8483629218393038e-05
30,12,-3.252474639345398e-05
30,13,0.0001432079695781696
30,14,5.209962786718312e-05
30,15,0.0001935127808602955
30,16,7.318596731388078e-05
30,17,-1.754566458805792e-05
30,18,-9.24181988501026e-05
30,19,-8.952093719906057e-05
30,20,0.00011574792012955035
30,21,-5.677622790473671e-05
30,22,0.00012678512523754681
30,23,-5.351041034763413e-06
30,24,-6.144930601426016e-05
30,25,1.299880113517568e-06
30,26,4.485395205114543e-06
30,27,-0.00015006869987306898
30,28,6.776720716346682e-05
30,29,-1.4577473421661683e-05
30,30,0.00043407119813471486
30,31,-0.0001009940818568142
30,32,-1.4848715204873761e-05
30,33,3.925859604563754e-05
30,34,-7.324868218525458e-05
30,35,-6.560468870835726e-05
30,36,-4.487157515415626e-05
30,37,-5.135261680526274e-05
30,38,8.980879507165785e-05
30,39,-3.852740803132806e-05
30,40,-4.039282490724651e-05
30,41,9.572722904936616e-05
30,42,-6.050066285152593e-05
30,43,2.3883867259684713e-05
30,44,2.2740343085579954e-05
30,45,1.0815107713480593e-05
30,46,-1.1666574718998142e-05
30,47,5.7943481127203e-05
30,48,-7.195869802989829e-05
30,49,-0.00017882872040873258
30,50,-7.28697384472453e-05
31,1,5.905785915110428e-05
31,2,5.005790982361331e-05
31,3,-7.269469284912854e-05
31,4,-2.6903018749516323e-05
31,5,5.591526382707517e-05
31,6,4.32283819009087e-05
31,7,-2.7623721710375367e-05
31,8,-1.1100290925086373e-05
31,9,-9.09082572513506e-06
31,10,-1.9567457036904186e-05
31,11,3.3452608263864185e-06
31,12,-4.718271434064763e-06
31,13,-5.4563607104336136e-05
31,14,8.887837879766526e-06
31,15,-0.00011366911533110793
31,16,1.874200772419043e-05
31,17,-5.122259365545967e-05
31,18,3.685068478209243e-05
31,19,4.437799151239287e-05
31,20,-8.181491512126182e-05
31,21,1.0270861533060871e-05
31,22,-2.2815122035582e-06
31,23,3.27976761237715e-05
31,24,-7.874896255249089e-05
31,25,6.112036263840942e-05
31,26,-3.9118560218206217e-05
31,27,1.4356293075910643e-05
31,28,-5.648668852330267e-06
31,29,-2.082854835476216e-05
31,30,-0.0001009940818568142
31,31,0.00023222173422923732
31,32,-3.6016078368015984e-05
31,33,-2.726406267946549e-05
31,34,2.4221418223363128e-05
31,35,-6.329507325462945e-05
31,36,1.0120229275581405e-05
31,37,-2.4997661015506967e-05
31,38,-2.725510753331465e-05
31,39,-3.2135855265890795e-06
31,40,1.5637900830921643e-05
31,41,-2.404543259342147e-05
31,42,-1.1188500270498387e-05
31,43,4.2610740656180484e-05
31,44,-1.095420755172524e-05
31,45,6.687922031307685e-06
31,46,3.656063521652207e-05
31,47,-4.559505303412909e-05
31,48,6.308133973146947e-05
31,49,5.427736701875659e-06
31,50,-3.851670578711852e-05
32,1,-1.4235725879718903e-05
32,2,-5.5661153197798076e-05
32,3,-6.145925068966919e-05
32,4,-4.246881122191156e-06
32,5,-6.41082579757717e-05
32,6,7.390959081537059e-07
32,7,3.751561167455633e-05
32,8,-4.7660924920611374e-05
32,9,1.2118148843349084e-05
32,10,-5.71336470778698e-05
32,11,3.851609590138527e-05
32,12,4.78020873627011e-05
32,13,-4.755116536526514e-06
32,14,-3.543782396545653e-05
32,15,3.5054298208701954e-05
32,16,-4.674722524943495e-05
32,17,0.0001071219410081788
32,18,-5.241593502991803e-05
32,19,7.74330288051226e-06
32,20,-7.556376667574017e-05
32,21,-4.7871743971307164e-05
32,22,4.978509415714522e-05
32,23,-9.250505994443517e-05
32,24,3.0929236675045307e-05
32,25,2.8960953125532693e-05
32,26,-8.392515106711033e-05
32,27,-3.375481795329705e-05
32,28,1.208379139639265e-05
32,29,-2.4187778121998096e-06
32,30,-1.4848715204873761e-05
32,31,-3.6016078368015984e-05
32,32,0.00028458214906753454
32,33,4.333443390196557e-05
32,34,2.1485137555177665e-05
32,35,1.6932740653997223e-05
32,36,-5.552355004226016e-05
32,37,0.00013740570879597564
32,38,2.920663406219748e-05
32,39,-6.669268202769374e-05
32,40,-0.00010269811053348415
32,41,5.1075299671059575e-05
32,42,-3.78191225902635e-05
32,43,8.083888822939131e-05
32,44,-2.6823296918351736e-05
32,45,-2.5795141195189332e-05
32,46,4.333835217105866e-05
32,47,-1.9182819235659096e-06
32,48,8.096714260895577e-06
32,49,6.291087683492204e-06
32,50,7.559858713948099e-05
33,1,-1.8390934433489633e-05
33,2,-5.509468679752364e-05
33,3,-4.0228282964547915e-06
33,4,2.7750247341275466e-05
33,5,-7.2183012052581e-05
33,6,-3.340756845813887e-05
33,7,0.00010681696557358624
33,8,-5.7297034824937066e-05
33,9,2.5104562749513217e-05
33,10,6.663047959521406e-05
33,11,4.4273242288155245e-05
33,12,-4.386785662206971e-05
33,13,6.489345703879684e-05
33,14,-1.3767722079598136e-05
33,15,1.2097530248560515e-05
33,16,-4.542532974759246e-05
33,17,7.60783521952926e-05
33,18,-8.190902531228619e-06
33,19,2.3038921454432866e-05
33,20,-1.8070248446668194e-06
33,21,1.9600065006792737e-05
33,22,-2.0930151545284718e-05
33,23,2.350858525222754e-05
33,24,-8.932561151464468e-06
33,25,1.3554398850397873e-05
33,26,9.786480641400467e-06
33,27,-3.755528859628064e-05
33,28,4.016702778876505e-05
33,29,5.592177514567951e-06
33,30,3.925859604563754e-05
33,31,-2.726406267946549e-05
33,32,4.333443390196557e-05
33,33,0.00019172912680369238
33,34,2.4602990739450975e-05
33,35,4.055485271207592e-05
33,36,-9.657932560805925e-06
33,37,8.276189948474812e-05
33,38,6.039014590466786e-05
33,39,7.759843101307679e-06
33,40,-4.886162288647045e-05
33,41,3.6958065906668904e-05
33,42,6.764010857970505e-07
33,43,1.5081886010501842e-05
33,44,2.7742501345025807e-05
33,45,2.171719080874647e-05
33,46,6.016002893330661e-05
33,47,2.1485077157656263e-05
33,48,-1.5297191492730882e-05
33,49,-4.022953971026176e-05
33,50,2.7759185324002068e-05
34,1,-2.5740060604446985e-05
34,2,-1.5969812143640823e-05
34,3,1.5628515236696465e-05
34,4,0.00010162914743746932
34,5,-2.7781971727745226e-05
34,6,1.4934843482863172e-05
34,7,8.372152730562845e-05
34,8,-0.00018660146003484965
34,9,-2.8761028286414655e-05
34,10,-4.333481121295462e-05
34,11,7.732208687842472e-05
34,12,1.6746515150989316e-05
34,13,6.790780670154946e-05
34,14,-0.00013007899955200271
34,15,3.4584255417557316e-05
34,16,-9.683011267425825e-05
34,17,9.118519058801912e-05
34,18,-6.931271085040008e-05
34,19,1.7452372169197812e-05
34,20,-9.677938171957326e-05
34,21,4.271352878396721e-05
34,22,-9.561862132003789e-05
34,23,5.272904556139283e-05
34,24,8.220701351275022e-07
34,25,-1.9220740981287957e-05
34,26,7.107820269050159e-05
34,27,6.674480514247039e-05
34,28,-3.811840338587779e-05
34,29,2.1129181378828393e-05
34,30,-7.324868218525458e-05
34,31,2.4221418223363128e-05
34,32,2.1485137555177665e-05
34,33,2.4602990739450975e-05
34,34,0.0003699632454353328
34,35,8.347314027246444e-05
34,36,-3.0959172828364995e-05
34,37,-4.668199657731917e-05
34,38,2.0538359619657077e-05
34,39,-1.2379863081425572e-05
34,40,0.00010101780062931207
34,41,3.29025623588116e-05
34,42,-4.7123637535055805e-06
34,43,2.021745331413387e-05
34,44,3.633336367137033e-05
34,45,-3.1882156059495205e-05
34,46,2.904135150014021e-05
34,47,0.00013490986869175707
34,48,0.00010380892139340047
34,49,0.00011988744898602928
34,50,3.340015822735119e-05
35,1,-0.00012503444486795836
35,2,-2.5134167897481776e-05
35,3,4.945121336577509e-05
35,4,2.3902662919911455e-06
35,5,8.820642139215709e-07
35,6,-7.363955404684606e-05
35,7,7.107978112360951e-05
35,8,-7.629635025223789e-06
35,9,3.2826914863092645e-05
35,10,-2.7015212306772258e-05
35,11,4.2704852077116055e-05
35,12,-5.625403175505134e-05
35,13,9.187458243346335e-06
35,14,-5.847320326394945e-05
35,15,-3.7116899371986534e-05
35,16,-7.555843199151306e-05
35,17,3.841269994435256e-05
35,18,6.816466660893699e-06
35,19,4.027740934429118e-06
35,20,-1.2354777970424007e-06
35,21,8.236741060808935e-05
35,22,-4.6282526302875117e-05
35,23,3.1052394369879664e-06
35,24,9.74451465666933e-05
35,25,-7.878116845703852e-05
35,26,5.2477060599211825e-05
35,27,3.230424940342732e-05
35,28,-4.440961414009146e-05
35,29,1.4148009537865226e-05
35,30,-6.560468870835726e-05
35,31,-6.329507325462945e-05
35,32,1.6932740653997223e-05
35,33,4.055485271207592e-05
35,34,8.347314027246444e-05
35,35,0.00030459883180576023
35,36,1.653937410990236e-05
35,37,4.87980835426598e-06
35,38,-5.09702772093157e-05
35,39,7.729577221205274e-05
35,40,6.856784474806562e-05
35,41,-2.862616487521652e-05
35,42,6.850369559194993e-05
35,43,-0.00010241234482502507
35,44,5.298160790012766e-05
35,45,1.8374531370001745e-05
35,46,-5.68223613868683e-06
35,47,2.9301676272362938e-05
35,48,-5.828651262176215e-05
35,49,5.831196858784863e-05
35,50,9.49818002669592e-05
36,1,-4.950769025317437e-05
36,2,2.804232076032885e-05
36,3,2.3406345041256496e-06
36,4,-4.129031746134792e-05
36,5,-1.7297098556015783e-05
36,6,-3.502435300293186e-05
36,7,-3.7681411821965175e-05
36,8,4.119303554276292e-05
36,9,5.080163583501165e-05
36,10,6.216259506636281e-06
36,11,-6.110783612542952e-06
36,12,-1.891859230105779e-05
36,13,-2.8214913485960642e-05
36,14,1.9647021975269213e-05
36,15,-8.454346841417937e-05
36,16,9.458339348943604e-06
36,17,-3.51238631727994e-05
36,18,7.059937269252282e-05
36,19,4.1362019466680534e-05
36,20,6.0475088897872626e-06
36,21,4.508443632885445e-05
36,22,-4.904482957484293e-05
36,23,-2.21131653149764e-05
36,24,2.071966976365598e-05
36,25,-2.6299633627413216e-05
36,26,3.729642826670812e-05
36,27,2.6373141631235175e-05
